SYGNA£_NORMALNY:

0,087499
0,186512
0,283662
0,377978
0,468517
0,554374
0,634693
0,708670
0,775566
0,834713
0,885520
0,927478
0,960170
0,983268
0,996542
0,999859
0,993185
0,976588
0,950233
0,914383
0,869397
0,815725
0,753902
0,684547
0,608351
0,526078
0,438547
0,346635
0,251260
0,153374
0,053955
-0,046002
-0,145500
-0,243544
-0,339155
-0,431377
-0,519289
-0,602012
-0,678720
-0,748647
-0,811093
-0,865435
-0,911130
-0,947722
-0,974844
-0,992225
-0,999693
-0,997172
-0,984688
-0,962365
-0,930426
-0,889191
SYGNA£_NORMALNY:

1,000000
0,995004
0,980067
0,955336
0,921061
0,877583
0,825336
0,764842
0,696707
0,621610
0,540302
0,453596
0,362358
0,267499
0,169967
0,070737
-0,029200
-0,128844
-0,227202
-0,323290
-0,416147
-0,504846
-0,588501
-0,666276
-0,737394
-0,801144
-0,856889
-0,904072
-0,942222
-0,970958
-0,989992
-0,999135
-0,998295
-0,987480
-0,966798
-0,936457
-0,896758
-0,848100
-0,790968
-0,725932
-0,653644
-0,574824
-0,490261
-0,400799
-0,307333
-0,210796
-0,112153
-0,012389
0,087499
0,186512
0,283662
0,377978
0,468517
0,554374
0,634693
0,708670
0,775566
0,834713
0,885520
0,927478
0,960170
0,983268
0,996542
0,999859
0,993185
0,976588
0,950233
0,914383
0,869397
0,815725
0,753902
0,684547
0,608351
0,526078
0,438547
0,346635
0,251260
0,153374
0,053955
-0,046002
-0,145500
-0,243544
-0,339155
-0,431377
-0,519289
-0,602012
-0,678720
-0,748647
-0,811093
-0,865435
-0,911130
-0,947722
-0,974844
-0,992225
-0,999693
-0,997172
-0,984688
-0,962365
-0,930426
-0,889191
SYGNA£_NORMALNY:

1,000000
0,995004
0,980067
0,955336
0,921061
0,877583
0,825336
0,764842
0,696707
0,621610
0,540302
0,453596
0,362358
0,267499
0,169967
0,070737
-0,029200
-0,128844
-0,227202
-0,323290
-0,416147
-0,504846
-0,588501
-0,666276
-0,737394
-0,801144
-0,856889
-0,904072
-0,942222
-0,970958
-0,989992
-0,999135
-0,998295
-0,987480
-0,966798
-0,936457
-0,896758
-0,848100
-0,790968
-0,725932
-0,653644
-0,574824
-0,490261
-0,400799
-0,307333
-0,210796
-0,112153
-0,012389
0,087499
0,186512
0,283662
0,377978
0,468517
0,554374
0,634693
0,708670
0,775566
0,834713
0,885520
0,927478
0,960170
0,983268
0,996542
0,999859
0,993185
0,976588
0,950233
0,914383
0,869397
0,815725
0,753902
0,684547
0,608351
0,526078
0,438547
0,346635
0,251260
0,153374
0,053955
-0,046002
-0,145500
-0,243544
-0,339155
-0,431377
-0,519289
-0,602012
-0,678720
-0,748647
-0,811093
-0,865435
-0,911130
-0,947722
-0,974844
-0,992225
-0,999693
-0,997172
-0,984688
-0,962365
-0,930426
-0,889191
SYGNA£_NORMALNY:

1,000000
0,995004
0,980067
0,955336
0,921061
0,877583
0,825336
0,764842
0,696707
0,621610
0,540302
0,453596
0,362358
0,267499
0,169967
0,070737
-0,029200
-0,128844
-0,227202
-0,323290
-0,416147
-0,504846
-0,588501
-0,666276
-0,737394
-0,801144
-0,856889
-0,904072
-0,942222
-0,970958
-0,989992
-0,999135
-0,998295
-0,987480
-0,966798
-0,936457
-0,896758
-0,848100
-0,790968
-0,725932
-0,653644
-0,574824
-0,490261
-0,400799
-0,307333
-0,210796
-0,112153
-0,012389
0,087499
0,186512
0,283662
0,377978
0,468517
0,554374
0,634693
0,708670
0,775566
0,834713
0,885520
0,927478
0,960170
0,983268
0,996542
0,999859
0,993185
0,976588
0,950233
0,914383
0,869397
0,815725
0,753902
0,684547
0,608351
0,526078
0,438547
0,346635
0,251260
0,153374
0,053955
-0,046002
-0,145500
-0,243544
-0,339155
-0,431377
-0,519289
-0,602012
-0,678720
-0,748647
-0,811093
-0,865435
-0,911130
-0,947722
-0,974844
-0,992225
-0,999693
-0,997172
-0,984688
-0,962365
-0,930426
-0,889191
